"product_id","product_category_name","product_name","product_brand","product_weight_g","product_length_cm","product_height_cm","product_width_cm","cost","price"
c254250a-35a8-44cc-a19a-43706a0ca156,fashion,Crest Modern Dress,Crest,724,39,22,26,55.26,124.97
a991ebdb-00eb-4684-95fa-bcfd84bfc13f,toys,Orion RC Car (Blue),Orion,197,7,16,5,25.54,47.37
"9afff2fd-6d01-494f-9777-d258e2ffa3be",books,Financial nothing crime few,Vertex,288,19,15,21,12.14,21.22
"42cf9a63-513b-404d-b002-acd7660ad506",electronics,Nova Camera X287,Nova,4313,30,7,8,1401.45,1755.22
d6ee3c5f-1a66-4ab5-af67-07c4dace4a12,furniture,Nimbus Bookshelf - Cozy,Nimbus,27960,143,18,24,394.91,721.26
e004cc21-e443-4271-994e-42fdcaa60dbc,fashion,Nimbus Modern Jacket,Nimbus,431,57,15,14,68.94,188.29
"200aa5b0-989d-474e-b6f3-6b70bf8b70cd",toys,Nova Board Game Toy,Nova,776,24,15,5,7.92,16.66
ec01a692-62e4-4803-80bf-bf7ad3c5d842,fashion,Crest Dress (Red),Crest,770,52,13,10,53.82,186.65
ef9796f9-86c2-442b-9ead-8ed46363f12f,auto,Nova Car Charger Kit (P511),Nova,7032,88,12,14,276.15,404.61
c957c3d4-adbd-47e0-bf5d-a377a32c94cd,furniture,Zenith Chair - Minimal,Zenith,24165,140,12,14,84.49,105.83
"8c60f125-6ea5-42da-86bd-5b8ac5a0a205",home_goods,Nimbus Knife Set - Minimal,Nimbus,748,40,19,28,44.73,85.18
b4969327-f370-445b-adfc-c51ad5e43ada,fashion,Apex Minimal Sneakers,Apex,129,39,20,22,82.59,256.74
"77b8fece-9f43-4b1f-a8ff-536d98504b17",home_goods,Apex Air Purifier Set,Apex,1047,77,7,17,89.31,157.13
f8a296f1-07e5-4d0c-b44f-b92624228a0a,toys,Apex Building Blocks Toy,Apex,214,25,15,23,10.0,19.07
"9584f7a6-c8db-4f86-b713-28fa9b636642",electronics,Nimbus Camera M807,Nimbus,1431,14,16,5,368.34,443.19
febf6661-b5b4-4657-a727-51619e90f1ef,auto,Nimbus Tire Inflator Kit (S736),Nimbus,13397,62,6,22,220.58,291.32
"58f35ae8-4ed8-4ec2-beb2-a33314960f3a",books,Compare reveal during,Zenith,452,16,7,29,15.91,31.65
"32b1964c-459c-4163-87d5-caa8212a3bb3",home_goods,Zenith Bedding - Classic,Zenith,1031,76,22,29,64.18,113.35
"150b67e8-8094-497a-b2d9-f3943867a4f5",home_goods,Pulse Air Purifier - Industrial,Pulse,4224,58,13,11,15.25,28.07
e00acc9e-903f-4944-b7b8-17f541001a82,auto,Nova Seat Cover Kit (S991),Nova,9933,89,15,27,87.04,124.19
"8b7aa84f-bd07-4221-8925-1363654a36ca",books,Themselves him model even: Economy street middle attention do at,Apex,614,15,16,25,7.87,14.3
"03170516-6abe-4529-a41e-abf8ba10c3cd",furniture,Nimbus Sofa - Industrial,Nimbus,23998,68,29,27,179.46,234.32
e3ef8750-b3b2-4857-8c9f-6cb3837fdf73,electronics,Zenith Bluetooth Speaker M781,Zenith,848,33,6,14,1111.85,1343.38
"93789084-2a93-4116-9d13-cde5a8363a11",electronics,Apex X432 Smartwatch,Apex,1094,25,9,12,1028.67,1162.83
"5a24236a-d5c5-44c4-9f46-323807205095",auto,Pulse Dash Cam S122,Pulse,18871,48,29,8,233.63,296.27
"51a41e5b-2e25-41ec-bad7-14fe19330064",home_goods,Zenith Knife Set - Cozy,Zenith,1374,31,10,17,96.74,175.61
"2bc7d6f7-2003-4e79-80cd-87f474360b1a",fashion,Nova Minimal Hoodie,Nova,483,33,7,16,17.11,45.91
c6e8aa02-136a-4e4d-ab30-226181ff57a7,furniture,Apex Chair - Cozy,Apex,48725,176,7,24,531.6,861.42
"21258249-aeec-4fc7-baa4-e7f26617ecd8",auto,Nova Seat Cover M913,Nova,16020,83,19,27,252.25,312.0
"0a216c46-9bd4-4501-8018-fd41cc9b698e",books,Visit recently lawyer: Side threat environment offer,Vertex,402,14,6,6,12.31,22.07
e2ed7a52-d858-45d1-9fc2-affe82c6cecc,furniture,Nova Fabric Bookshelf,Nova,19138,109,26,12,313.25,462.1
"1e29fad9-1b00-4af9-a927-f33513eeef19",home_goods,Zenith Lamp - Minimal,Zenith,889,23,5,20,32.84,60.5
"3816ef41-30e5-4a03-9e76-f4e9c652bc6f",furniture,Nova Sofa - Minimal,Nova,28773,124,16,24,95.55,157.64
b827278d-63b2-4b32-bc11-7ca07b236903,toys,Apex Building Blocks (Black),Apex,577,17,26,21,18.55,39.36
a17559ee-db5e-4e74-bc5e-2616572a88d9,toys,Nimbus RC Car Toy,Nimbus,699,7,5,14,21.53,55.56
b15d4bcd-6960-4457-8705-09f6bec40169,fashion,Zenith Cozy Jacket,Zenith,810,26,25,14,50.89,151.92
dadf2f92-34fa-4386-ab7d-2be50c42d244,auto,Orion Car Charger Kit (A115),Orion,15699,40,8,14,158.99,211.22
a0c009f9-b6dd-423f-b4d4-f5cf7c3f2e4f,auto,Pulse Tool Set A371,Pulse,2238,37,5,17,387.53,495.42
a3ce8f3e-64b7-4902-8f7b-6a2d7688d50c,books,Effect course stock church speak,Crest,868,17,20,18,18.86,31.45
"6b5e4373-5a1c-4aaa-bbf4-2771d4620ef5",fashion,Orion Minimal Hoodie,Orion,193,25,5,17,18.08,50.86
ab165c9d-8200-4e19-91a4-625e377b219d,electronics,Nova A651 Monitor,Nova,4862,14,18,8,1470.95,1811.18
"2a3c4ed3-903a-484f-9fcc-a21b0f1e7d9c",auto,Zenith Dash Cam P250,Zenith,7040,80,16,23,392.45,480.4
"453ab2cf-c845-4f53-ba3e-b7e89427598e",fashion,Apex Sneakers (White),Apex,689,58,28,14,27.32,102.42
"2bb97ac6-06a2-406a-94d8-1817b875c170",toys,Apex Building Blocks (Blue),Apex,858,15,28,20,34.16,95.42
"9576c33c-1bf3-4db2-9d1d-54628ebc050a",auto,Pulse Tire Inflator Kit (S552),Pulse,1769,72,23,26,237.92,332.96
"4560fb15-3e85-477f-8806-70a28792a1f3",home_goods,Orion Knife Set - Cozy,Orion,1358,96,6,20,100.02,178.97
"6328f5ec-cdd2-4e1f-bdc1-75e25277a14e",books,My good with,Vertex,774,15,9,5,28.18,40.97
"0064e8b0-aafb-45c2-aff1-acb3fad11f25",toys,Nova Puzzle Toy,Nova,383,14,27,23,10.0,18.8
f275c671-f942-4145-8654-a0f1e12dbf18,furniture,Orion Fabric Sofa,Orion,12081,124,20,17,141.4,342.66
f5f039d2-69d1-4dd1-b733-7fc102a5fc36,furniture,Nova Chair - Classic,Nova,19097,190,12,16,100.05,132.54
"3271b0cc-031d-47f9-9f8f-0c3d15a18ef9",fashion,Zenith Backpack (White),Zenith,576,21,10,16,97.66,218.64
"9a70fda1-6101-477d-8ec7-efacd2c82ac0",auto,Nimbus Car Charger P458,Nimbus,1094,94,8,16,302.1,407.92
d7f93c6e-7bf9-4de3-92dd-4a0992e69a78,furniture,Zenith Steel Chair,Zenith,48165,60,11,23,230.7,349.23
"0c818be5-fbb3-4ce3-8101-79edb9d43b18",furniture,Apex Steel Coffee Table,Apex,35364,166,18,6,336.67,538.94
"361a9306-be26-450b-8590-4980e34bfda0",electronics,Orion Camera M848,Orion,896,15,27,11,180.45,226.65
"61683596-28f7-4036-99dc-be69f4114e51",toys,Crest Building Blocks (Green),Crest,927,10,29,5,42.61,77.8
"8a81f48b-0f04-4758-a912-e320addeb472",fashion,Nova Jacket (Red),Nova,187,38,8,13,16.47,42.87
"7ed95ef7-f989-4d78-a58f-ca94b9d18467",toys,Pulse Puzzle (Black),Pulse,258,21,24,11,18.07,38.21
"913efb13-5b35-43d3-88dc-c3c384bcf3e1",furniture,Orion Walnut Sofa,Orion,16120,53,21,20,340.36,619.91
"8cc145fb-fa56-44bf-bb91-b85c65e44c2b",furniture,Apex Leather Chair,Apex,32436,183,29,29,417.01,920.62
d0f9600c-1c90-404c-9868-fc0ac98c3892,electronics,Pulse X115 Bluetooth Speaker,Pulse,2868,46,20,16,795.53,1042.98
dc025ace-2021-49c5-b26c-b8d1bd086919,auto,Orion Seat Cover Kit (X990),Orion,1720,30,20,14,111.94,148.0
"6914ad9e-0d81-4fc4-9da6-0738f5ee955f",books,Happy deal even,Apex,950,16,8,11,13.73,24.88
"7361613a-9d89-468a-949f-dfbf9ee36b5f",books,Task store market federal: Five ahead should offer serious often,Crest,449,12,28,5,11.97,20.3
"629d8acc-6f83-46a0-91a6-55f99fb445f8",toys,Crest Doll (White),Crest,162,18,13,12,40.27,78.28
bfce1097-503b-4f5e-82b3-c94431add143,electronics,Zenith S648 Camera,Zenith,3627,48,16,10,124.04,160.59
"8179db80-b618-4a5a-aeae-d7f11a0d3b23",auto,Orion Tire Inflator M197,Orion,10591,55,7,16,215.17,270.75
fbddecea-a8b9-496d-a749-809644dd2c41,furniture,Pulse Chair - Cozy,Pulse,13346,61,19,8,190.81,299.28
"5f8354e2-e6cc-4a1e-9f7e-efadd9e4af22",toys,Nova RC Car Toy,Nova,938,21,8,15,36.51,77.19
cbe43b09-a159-443b-a7e8-629893cb7127,books,Data unit join,Nimbus,591,24,13,10,25.77,38.28
"708ac93c-bac5-4c22-8517-bbf20893cb9a",books,Party task teacher: Decide may tell or,Nova,374,12,17,16,18.67,29.16
"18cb4f09-54f3-478e-bddf-5605e2f4ad96",furniture,Nova Leather Coffee Table,Nova,36928,172,11,10,112.0,156.43
a14fac09-4010-44be-9055-9ed15ecf68a5,toys,Apex Puzzle (White),Apex,780,13,21,8,7.18,14.49
"4fd1e456-3e06-4853-b766-2cf2e8497761",electronics,Nova Camera A999,Nova,3158,33,12,7,881.8,1148.03
afb18d8b-2cfe-4266-ab25-c8da7d2de351,books,Animal face reach continue so,Apex,742,24,28,14,18.54,29.89
"7aa0eaa0-e7c0-4ab7-9326-05c54d7a7d76",auto,Pulse Tire Inflator Kit (M546),Pulse,12974,46,10,12,229.56,308.55
"8a35ddeb-e499-443a-ac2c-acee60a826fd",furniture,Nova Walnut Coffee Table,Nova,38819,196,8,18,113.6,214.87
cbf8aa64-9b97-4633-bb47-50c723da55bb,furniture,Nimbus Sofa - Modern,Nimbus,25528,73,25,26,450.86,812.03
"8b6bf4bf-6fa4-4ae7-a16f-51f87853026d",electronics,Vertex M929 Camera,Vertex,3417,41,26,7,191.28,227.57
c4a8372c-a980-4b30-a082-23357888b06c,auto,Orion Seat Cover Kit (S624),Orion,7856,61,21,24,55.33,79.49
"019d401f-3aa3-4f12-9a43-f8fb98e364d1",toys,Vertex RC Car (Beige),Vertex,717,6,23,23,31.46,71.29
"6b2e9a39-756b-4543-897c-3f106cf959ec",books,Tv apply window continue sound,Orion,235,16,22,17,12.46,19.26
f3807583-3625-4c43-b4ba-70adc60d86a7,fashion,Zenith Classic Backpack,Zenith,711,45,28,13,59.68,202.87
"08aaa958-24e8-4a9e-aad2-ebac92d3c8ff",auto,Zenith Tire Inflator S885,Zenith,17835,33,21,28,200.77,254.94
"7501a2a1-1b15-48df-a5b0-111b5c1b4ad7",auto,Vertex Car Charger P738,Vertex,1259,24,28,20,99.86,129.52
"74c18041-5cd0-4fc3-b2c3-fb6b9b969162",fashion,Orion Minimal Jacket,Orion,939,44,21,13,54.02,157.59
"938f3540-0e36-4831-97dd-182db978dc60",toys,Pulse Board Game Toy,Pulse,849,29,16,17,7.62,18.08
f7ae0b07-bf77-4eb9-8a49-0cbd253065da,books,Two throw,Nova,677,12,22,17,26.07,45.01
"1069642c-20c9-40a8-ab18-6dcfce00f087",toys,Nimbus Building Blocks (Green),Nimbus,286,24,10,24,30.25,64.56
"001e7507-54d2-438b-9da0-59f31c3dc9cc",home_goods,Nimbus Lamp - Classic,Nimbus,4252,40,13,27,49.34,103.23
"3b01f68f-055f-46cc-92b3-e3c39863480a",electronics,Apex X785 Bluetooth Speaker,Apex,3830,14,12,16,90.21,114.14
"48be949b-1636-4e89-917e-064932a2cfdf",home_goods,Apex Knife Set - Classic,Apex,3505,39,18,29,64.72,125.87
c280fa89-8476-41f6-86b8-cb228cfabcdf,books,Seat world: Thank own yet base we trouble,Zenith,918,24,11,28,20.12,33.59
cb52e121-c98e-4206-9612-5ab1dbc94f8a,toys,Vertex Puzzle Toy,Vertex,682,10,8,7,13.2,33.76
"3132c434-1b0b-49ff-9a2f-ee0b5feb7c19",electronics,Zenith S574 Camera,Zenith,2073,32,9,9,642.83,749.52
"8dd05b3f-c5b9-4b87-9634-573187f41048",fashion,Nimbus Backpack (White),Nimbus,515,53,28,28,61.66,161.18
"4245c185-02a4-4e0c-9d9b-bd525fac8e31",electronics,Crest Bluetooth Speaker P272,Crest,3024,10,24,16,1184.22,1525.36
"01e1d22c-a1e4-4b47-a1bb-be44bf516be8",auto,Nimbus Seat Cover Kit (P462),Nimbus,17281,60,10,27,276.16,372.5
"8a45318f-9c6e-45dd-84f7-eac1b2317755",books,Short activity: Reach suffer especially team concern money,Nova,413,15,29,9,30.22,48.55
"1fe6f757-68c2-4d53-872e-64ec28cca7e9",home_goods,Zenith Air Purifier - Minimal,Zenith,527,59,19,7,65.47,115.61
"6aea7f86-4c4e-4211-87f8-cdf01f87a588",auto,Nimbus Car Charger S991,Nimbus,17006,62,10,12,164.58,203.86
"5ce12399-11b0-4d43-b976-16efd859cc33",books,Off short develop,Pulse,343,13,13,29,12.98,24.07
"0c61474b-fa3f-4db6-ab7a-ef5cff932506",auto,Crest Tire Inflator S903,Crest,17404,15,27,10,98.48,135.94
bbe2f6d2-a635-4d09-b107-9014bf177e8b,books,Series question technology: Issue huge story,Zenith,694,11,18,15,16.6,25.49
"9002f79e-4cde-4d2f-88c1-33becf846ad5",home_goods,Apex Air Purifier Set,Apex,2919,54,22,19,37.36,83.12
"3ce8ea6d-86d8-40aa-abc2-eafe609ede25",home_goods,Crest Bedding Set,Crest,4068,12,20,18,80.28,182.92
"4f5eb651-8614-4663-a516-d4ac5471517b",furniture,Vertex Fabric Chair,Vertex,14116,149,27,25,331.22,448.1
"3016c183-7b85-44fd-b57a-c581627353d3",auto,Pulse Seat Cover A928,Pulse,8932,55,27,16,193.87,230.24
"0de3d464-3cd4-48c4-a05e-1ad3d15b6238",auto,Vertex Seat Cover X416,Vertex,11510,95,18,26,131.95,199.36
"936e5dec-965c-4f14-b7c7-687fd3381f89",furniture,Apex Fabric Bookshelf,Apex,30972,117,9,15,320.97,719.81
"4fb9ffc5-8016-4d8c-b57c-02345ae69b3b",furniture,Crest Fabric Coffee Table,Crest,11192,105,19,21,334.18,510.37
"51eddb42-c69d-4070-88e8-175c7ccb20a0",fashion,Zenith Modern Jacket,Zenith,280,44,29,13,12.83,48.67
"7d6b8b79-4720-4b48-b226-f4e5dbec10ab",home_goods,Zenith Lamp Set,Zenith,2277,50,12,25,7.23,16.88
b8447a66-3234-47a7-a864-d91802da0d43,books,Care behavior house station,Apex,281,22,7,28,5.94,10.62
"14e076fd-5871-428c-9d5e-154eb853f3cc",home_goods,Apex Knife Set - Minimal,Apex,4016,46,22,14,38.34,65.31
"5d4ab885-15f5-4a22-8b05-3a69662bc2b8",furniture,Pulse Desk - Industrial,Pulse,16569,197,21,10,232.44,333.45
"546e84fb-e87f-4bd8-a9e5-9d048c3149bb",toys,Vertex Doll Toy,Vertex,531,25,25,25,4.88,13.86
"0c64e8a5-9e49-40e4-b377-fd92386a4841",fashion,Nimbus Dress (White),Nimbus,700,43,28,29,10.73,40.03
b25ec285-7205-4ebf-bae7-5c682320b58c,auto,Nimbus Seat Cover Kit (M797),Nimbus,11082,34,9,18,238.48,339.85
f7dbdac0-b6f5-4537-b32f-ac1fdf9b330a,home_goods,Vertex Bedding Set,Vertex,2513,74,6,25,86.81,151.24
e06941d5-b113-46ad-9cd0-ffd7cbc3a64f,toys,Nova Doll Toy,Nova,462,26,13,26,30.03,82.69
"477e4542-f1d3-433e-95e4-121537f4b3bb",electronics,Apex P375 Monitor,Apex,1964,15,21,16,363.16,409.21
b6b011e8-19d6-41d0-a5b4-0ce1f69704bb,fashion,Vertex Sneakers (Red),Vertex,664,53,25,22,113.24,265.08
c5dbc0e2-2460-4c75-8882-9bffd3056e46,fashion,Nimbus Dress (Red),Nimbus,751,47,25,6,110.35,289.31
"1f4ef9c3-3eb4-40d6-b66c-aa5a6b2d806d",fashion,Nimbus Sneakers (Green),Nimbus,630,23,24,14,12.65,35.38
aa120fc7-8536-414a-a3fa-b6c8b24723a7,furniture,Crest Coffee Table - Industrial,Crest,28090,70,13,8,76.08,149.78
"78c88150-e2a7-4ed7-a733-aebed396471d",electronics,Orion Smartwatch A842,Orion,3126,15,24,17,430.15,508.65
"87303439-276c-4aff-8d84-fc1a07168f5c",toys,Vertex Board Game (Red),Vertex,449,12,22,15,35.55,94.99
"94f816f0-a454-4366-b875-2d0a2f921b89",toys,Nimbus Building Blocks Toy,Nimbus,599,11,11,10,35.68,69.62
"7fc114e5-eda1-4789-a673-75c6961fb2d8",electronics,Apex A227 Headphones,Apex,2391,10,10,16,112.13,146.9
ca9a1171-d4ac-424d-bb93-d68315dc69cf,books,Others mission movie word,Nimbus,489,17,12,5,14.38,28.65
"3f5dc73f-8031-4279-88bf-a9f506fb8852",fashion,Vertex Cozy Hoodie,Vertex,807,45,7,10,71.32,282.42
c3c22cd2-819f-4141-8108-bea3c4ec8632,furniture,Nova Bookshelf - Industrial,Nova,40042,102,11,14,344.49,602.59
"39c2c5cf-dacc-4689-aa05-f5dd72916436",furniture,Pulse Bookshelf - Classic,Pulse,37961,130,22,11,647.44,919.81
aaed1603-836a-4804-af1e-0d75ad00ac03,books,As me nothing everything: Way knowledge high success within,Orion,577,14,25,21,15.04,22.73
df15df44-48f0-4433-973e-4e60e44d2069,home_goods,Pulse Air Purifier - Industrial,Pulse,3218,18,20,27,16.51,37.82
f5ec043c-df6f-464e-a335-3b404c07b0eb,auto,Crest Tool Set P284,Crest,4566,85,22,19,344.22,446.59
"4048df12-de00-4855-8604-8f952ce5ce99",home_goods,Apex Vacuum - Industrial,Apex,1749,32,15,25,7.64,13.48
b96e164b-83eb-426c-9f01-8f0ff214ea4c,auto,Vertex Seat Cover S344,Vertex,8282,84,29,28,90.49,132.27
"295c9bd1-e8fa-47e2-8551-05d294b313aa",furniture,Apex Steel Bookshelf,Apex,11475,175,15,26,463.73,905.18
c071d87d-ecd9-4bec-8b71-5904c3edc915,fashion,Zenith Modern Sneakers,Zenith,132,43,10,8,7.9,23.78
"5d1ad7c3-cf2b-42d3-812f-026c44f7be3e",toys,Vertex Building Blocks (Black),Vertex,498,26,16,29,5.34,13.64
"6f6761e1-58ad-4125-8f4b-49ca9ae51650",home_goods,Apex Bedding - Industrial,Apex,1947,34,25,5,20.5,41.54
"708c47e8-e39d-41f3-a7e6-e9625814c749",toys,Zenith Building Blocks (Red),Zenith,632,26,7,11,18.68,44.45
"561761b9-5dc7-4f93-84e5-9d4612a141d6",home_goods,Zenith Lamp - Minimal,Zenith,3194,86,18,11,31.88,56.14
"69394f68-429c-4959-8681-b1a6d876b4e1",toys,Pulse Puzzle (Green),Pulse,460,20,12,9,7.93,16.21
"63d9c5dd-d62c-4add-9e6d-4d69841ae848",fashion,Vertex Classic Sneakers,Vertex,233,32,26,7,8.14,26.74
cdea8234-1a57-4dd3-bb2b-7fb8ac5c1de7,home_goods,Vertex Air Purifier - Industrial,Vertex,3994,63,12,18,44.54,75.67
"61f9486d-72b0-47c2-bad4-61905d2c42cc",fashion,Vertex Cozy Hoodie,Vertex,481,20,11,8,35.45,81.67
"2c1afebd-ce9d-48e2-b69e-ef5bb10c8e2b",furniture,Crest Leather Desk,Crest,38899,92,7,16,139.94,203.54
"8d5772a9-bc53-4ebd-9b4b-6d05a4ad07c3",furniture,Crest Oak Sofa,Crest,12842,167,8,14,559.0,865.57
"0081ad51-873b-4d7c-8571-07a3ef6ad7a2",home_goods,Nova Knife Set - Industrial,Nova,2994,18,14,15,16.91,31.48
b869adf8-c73b-454a-be7c-7f5a2af5eb6b,books,Level remember,Nova,958,10,26,20,28.14,43.66
c9685575-553d-49ee-ac40-43eafbc5e537,books,Need artist,Nimbus,477,12,17,25,29.39,43.16
"422df81f-e73a-4ad8-b591-5280b22491a4",books,Writer radio look sell,Vertex,710,18,16,5,27.4,39.17
"826fe2c6-3a50-4eac-b2ec-d8f7619b1cf1",auto,Zenith Tire Inflator M392,Zenith,16669,35,28,22,232.16,327.35
"8a198d06-f4f0-4823-88f9-568d3fa66043",toys,Vertex Building Blocks (Beige),Vertex,816,18,18,20,46.8,85.62
"5ccc534d-231b-4552-b74f-f5a3cc42ce01",home_goods,Nimbus Lamp Set,Nimbus,949,33,12,8,54.22,117.41
fb355797-e3be-45b4-911c-5efa3fc76f74,fashion,Orion Sneakers (Black),Orion,426,43,23,29,51.11,130.27
ba6a31f4-3e6c-4dd4-8d40-2b9552381c36,furniture,Crest Chair - Cozy,Crest,40206,159,5,13,539.11,809.25
d58cf763-b6c8-48fd-b9d6-507c67fa7cd1,electronics,Pulse Monitor P546,Pulse,4005,22,11,27,1136.06,1503.46
d5b65133-8ab3-4abd-af39-6e370f422c0a,toys,Apex Puzzle Toy,Apex,922,10,13,8,20.34,41.72
"4f4e30c7-6d7e-458c-ad2e-5a7be7cad716",toys,Crest RC Car (Green),Crest,685,14,27,6,18.32,52.01
"3ed09640-8a71-4454-8375-2b89e4f44172",furniture,Crest Sofa - Minimal,Crest,44004,89,9,6,501.66,668.57
b4a8fa80-7a97-4042-8a8b-a5514c3e2fe9,furniture,Vertex Walnut Chair,Vertex,26099,120,27,29,596.19,960.4
a40c3909-b6dd-4ae0-93fc-8dc6ad9bff36,electronics,Nimbus S490 Smartwatch,Nimbus,1188,11,10,29,605.88,788.82
"106219c1-284c-43f6-966f-3dcf6d3f26a9",fashion,Pulse Industrial Hoodie,Pulse,218,58,12,23,93.02,241.42
"5b5314c3-5644-4a90-9c28-3db8cd5c1d1e",furniture,Zenith Leather Sofa,Zenith,35064,59,12,8,629.29,941.24
"4e754951-b3f8-4047-9bb9-735c04d2ab8f",fashion,Vertex Backpack (Red),Vertex,429,36,17,8,77.12,293.39
"02ceb419-1ec0-489d-aed3-30533273b7b4",toys,Apex Puzzle Toy,Apex,853,27,19,20,15.08,29.46
"0e4d9cb7-cf9b-487d-8094-c3c4be9b2652",auto,Crest Tire Inflator Kit (M618),Crest,18181,13,18,17,289.54,373.85
b31aaac6-ed30-4bd1-ad92-015b55592cb6,books,Dark public begin join case: Act crime south policy choose,Apex,623,10,7,22,32.44,48.1
cf8bbbcb-3a4e-43ef-9aaf-6ae796e05773,furniture,Apex Chair - Modern,Apex,17549,176,20,20,492.02,994.59
ade144f3-62fd-4026-a12a-b6bca7124bd7,electronics,Pulse S269 Smartwatch,Pulse,445,10,16,5,1126.08,1388.14
"1d1c96ae-37b2-4e72-8389-7bc499b9e940",fashion,Orion Backpack (Black),Orion,941,43,28,12,25.03,98.8
"9a289575-4a78-49c2-8e4f-37a712034853",furniture,Vertex Bookshelf - Minimal,Vertex,14826,112,13,7,389.84,582.84
be01b3ba-0600-42b7-9c26-10aac5f9d535,books,Key system: Institution difficult shake six,Nimbus,805,22,29,23,14.17,27.2
d173ebc4-8977-484d-b46e-66bb4f95fee0,home_goods,Nova Bedding Set,Nova,1383,54,21,20,10.59,17.94
"1ccc63c4-4d39-43a7-9741-af910255ef99",books,Certainly nation,Zenith,345,13,9,9,8.56,14.65
ebcbef05-4189-435f-8c0c-55a219d080b6,electronics,Nova M312 Bluetooth Speaker,Nova,4104,46,11,19,779.82,988.37
b6cc6f18-2e1c-4e60-b4ed-14fd2091ed27,toys,Orion Doll (Black),Orion,328,22,12,16,40.87,93.05
c067cef5-a234-4866-b3b8-54cdb5dab1ec,toys,Vertex RC Car Toy,Vertex,779,8,26,6,38.57,93.56
b0013bdd-ccec-49be-93e5-fc6877ce23a0,electronics,Apex S200 Camera,Apex,3732,26,21,18,1693.12,1918.05
"5f8d3378-4e67-4ec7-a43c-0fb1cd29805a",fashion,Nimbus Cozy Backpack,Nimbus,595,20,23,10,100.65,296.22
ef185fc9-2c2a-422f-9383-14e28e2b209e,home_goods,Nimbus Bedding Set,Nimbus,3029,92,17,25,43.16,92.41
d726ab0a-85d5-4490-b396-3af038f9543e,home_goods,Vertex Vacuum - Cozy,Vertex,4007,15,6,11,73.97,139.58
d318547f-4cb5-41e7-a293-c1c0ef13d1d1,home_goods,Apex Knife Set - Cozy,Apex,4197,37,6,8,85.09,163.4
"6d6d6e5a-d380-4b30-9433-0d13af8e7f72",toys,Orion Building Blocks (Black),Orion,528,24,10,19,17.0,42.15
"1e0bcad3-ef32-43a6-815d-4ec228675867",furniture,Zenith Oak Bookshelf,Zenith,41536,195,29,21,277.15,357.0
"2d7547e6-6e44-4f98-bafd-eaca191b05f2",home_goods,Nova Bedding - Classic,Nova,1807,66,6,22,85.05,155.74
"191ce0b1-08b7-4ce0-8fda-e40ae11449ea",furniture,Apex Steel Chair,Apex,5916,70,5,16,443.54,722.16
"8441c266-45f5-4501-ac8b-bf8d8b66f01c",fashion,Vertex Backpack (Red),Vertex,216,38,12,12,54.46,212.88
c1ea618d-a866-4cd3-9959-6a431110daa2,fashion,Pulse Classic Backpack,Pulse,144,37,15,13,37.21,94.14
a4aab1b8-0af4-4652-ad8d-c9d50fc3de58,books,Second stop large take chair,Vertex,622,18,18,16,30.74,43.97
"25ecd2d2-62e5-414a-92d6-c171734fa49e",books,Almost late watch arrive: Show machine decision table close,Zenith,810,14,7,21,7.32,13.88
"73ffa509-7a94-44c6-aced-282261f87153",fashion,Nova Industrial Dress,Nova,951,57,5,7,41.09,152.6
"0ebecbc3-3f03-426a-8bec-46d41cfd2adf",books,Interview better people: Apply success about,Pulse,318,11,15,22,7.71,12.81
c2a22aa4-5487-4633-8758-40d3ed9d7aea,home_goods,Orion Vacuum Set,Orion,2958,45,15,5,89.84,162.95
bfbc4736-eb9e-4065-82ca-b2e454bb89ec,toys,Zenith Building Blocks (Red),Zenith,675,8,5,7,23.02,55.72
ba53aa0d-0a20-47ba-bd28-3118bc74c9c7,toys,Zenith Building Blocks (Black),Zenith,505,11,14,5,20.98,39.38
d45ad9be-36a8-4c6c-a1ca-55421ef035a7,furniture,Apex Desk - Industrial,Apex,19352,186,25,27,243.05,405.65
a978a818-d059-4734-b0e3-1d719612c831,electronics,Crest Headphones P716,Crest,839,35,18,8,836.67,1096.81
"16b63f6a-3b02-4761-b9ba-ae3da8aec7ea",home_goods,Pulse Bedding Set,Pulse,3405,78,20,8,43.76,74.14
"08de2deb-7507-462f-b5d7-93c87d15c688",fashion,Pulse Cozy Dress,Pulse,590,22,19,27,73.65,198.45
"29be75d0-914a-4e35-86fd-187482a5390a",toys,Vertex Puzzle (Black),Vertex,626,11,11,25,22.3,55.11
fd2788a2-a6c6-4a3e-9d95-f7645bfa0d06,auto,Crest Tire Inflator Kit (M624),Crest,17563,83,25,8,243.82,350.32
"6a387db7-16b3-48e8-a4ef-14ee3cca127c",furniture,Nimbus Chair - Classic,Nimbus,32967,50,19,25,356.81,456.36
c1157432-7484-419e-a6c7-1b40d84dde53,fashion,Nova Classic Jacket,Nova,393,30,10,21,20.26,80.95
"1d3a0e8b-8d13-4c2a-afdd-444ec7d69c63",furniture,Zenith Desk - Industrial,Zenith,12334,197,14,11,226.59,517.64
"9c2f4d72-e578-4bc8-9121-370309106f4e",books,Site plan side cold training: Yourself pick meeting,Nimbus,519,21,23,13,23.64,37.41
fd12526e-10e9-4147-8b5e-a8d6825f221c,home_goods,Pulse Bedding Set,Pulse,4220,88,11,22,86.41,144.97
"81e7ae2b-275a-4603-ad1d-37f6a015479f",auto,Zenith Tire Inflator S420,Zenith,11214,90,8,15,60.77,84.63
